2020-03-21,San Mateo County,4bf58dd8d48988d1eb931735,Airport Terminals,26,3
2020-03-21,San Mateo County,4bf58dd8d48988d1ed931735,Airports,25,4
2020-03-21,San Mateo County,4bf58dd8d48988d159941735,Trails,147,5
2020-03-21,San Mateo County,4bf58dd8d48988d163941735,Parks,61,6
2020-03-21,San Mateo County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,54,7
2020-03-21,San Mateo County,4bf58dd8d48988d113951735,Gas Stations,45,8
2020-03-21,San Mateo County,4bf58dd8d48988d16e941735,Fast Food Restaurants,53,9
2020-03-21,San Mateo County,4bf58dd8d48988d1e2941735,Beaches,132,10
2020-03-21,San Mateo County,52f2ab2ebcbc57f1066b8b46,Supermarkets,87,11
2020-03-21,San Mateo County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,57,12
2020-03-21,San Mateo County,52e816a6bcbc57f1066b7a54,Warehouse Stores,47,13
2020-03-21,San Mateo County,4bf58dd8d48988d1e0931735,Coffee Shops,29,14
2020-03-21,San Mateo County,5bae9231bedf3950379f89d0,State / Provincial Parks,135,14
2020-03-21,San Mateo County,4bf58dd8d48988d10f951735,Pharmacies,59,15
2020-03-21,San Mateo County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),51,16
2020-03-21,San Mateo County,4bf58dd8d48988d112951735,Hardware Stores,61,17
2020-03-21,San Mateo County,4bf58dd8d48988d1f0931735,Airport Gates,26,18
2020-03-21,San Mateo County,4c38df4de52ce0d596b336e1,Parking,33,19
2020-03-21,San Mateo County,4bf58dd8d48988d124941735,Offices,49,20
2020-03-21,Santa Barbara County,4bf58dd8d48988d118951735,Grocery Stores,69,1
2020-03-21,Santa Barbara County,4bf58dd8d48988d163941735,Parks,67,2
2020-03-21,Santa Barbara County,4bf58dd8d48988d113951735,Gas Stations,54,2
2020-03-21,Santa Barbara County,4bf58dd8d48988d1e2941735,Beaches,61,3
2020-03-21,Santa Barbara County,4bf58dd8d48988d16e941735,Fast Food Restaurants,44,4
2020-03-21,Santa Clara County,4bf58dd8d48988d118951735,Grocery Stores,64,1
2020-03-21,Santa Clara County,4bf58dd8d48988d163941735,Parks,60,2
2020-03-21,Santa Clara County,4bf58dd8d48988d1fd941735,Shopping Malls,23,3
2020-03-21,Santa Clara County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,60,4
2020-03-21,Santa Clara County,4bf58dd8d48988d16e941735,Fast Food Restaurants,44,5
2020-03-21,Santa Clara County,4bf58dd8d48988d113951735,Gas Stations,40,6
2020-03-21,Santa Clara County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),50,7
2020-03-21,Santa Clara County,52f2ab2ebcbc57f1066b8b46,Supermarkets,80,8
2020-03-21,Santa Clara County,4bf58dd8d48988d10f951735,Pharmacies,66,9
2020-03-21,Santa Clara County,4bf58dd8d48988d1e0931735,Coffee Shops,27,10
2020-03-21,Santa Clara County,52e816a6bcbc57f1066b7a54,Warehouse Stores,54,11
2020-03-21,Santa Clara County,4bf58dd8d48988d112951735,Hardware Stores,58,12
2020-03-21,Santa Clara County,4bf58dd8d48988d159941735,Trails,84,13
2020-03-21,Santa Clara County,4bf58dd8d48988d124941735,Offices,38,14
2020-03-21,Santa Clara County,4d954b0ea243a5684a65b473,Convenience Stores,49,14
2020-03-21,Santa Clara County,4bf58dd8d48988d1c1941735,Mexican Restaurants,33,15
2020-03-21,Santa Clara County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,38,16
2020-03-21,Santa Clara County,4f4533804b9074f6e4fb0105,Elementary Schools,48,17
2020-03-21,Santa Clara County,4bf58dd8d48988d1ca941735,Pizza Places,41,18
2020-03-21,Santa Clara County,4bf58dd8d48988d1e7941735,Playgrounds,49,18
2020-03-21,Santa Clara County,4bf58dd8d48988d10a951735,Banks,38,19
2020-03-21,Santa Clara County,4bf58dd8d48988d132941735,Churches,29,20
2020-03-21,Santa Cruz County,4bf58dd8d48988d118951735,Grocery Stores,68,1
2020-03-21,Santa Cruz County,4bf58dd8d48988d1e2941735,Beaches,49,2
2020-03-21,Shasta County,4bf58dd8d48988d118951735,Grocery Stores,103,1
2020-03-21,Shasta County,4bf58dd8d48988d113951735,Gas Stations,78,2
2020-03-21,Shasta County,4bf58dd8d48988d16e941735,Fast Food Restaurants,94,3
2020-03-21,Shasta County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,88,4
2020-03-21,Solano County,4bf58dd8d48988d118951735,Grocery Stores,87,1
