date,county,category,visitIndex,rank
2020-03-05,Santa Clara County,Colleges & Universities,94,8
2020-03-05,Santa Clara County,Medical,95,9
2020-03-05,Santa Clara County,Fitness Center,95,10
2020-03-06,Santa Clara County,Food,91,1
2020-03-06,Santa Clara County,Shops & Services,95,2
2020-03-06,Santa Clara County,Office,78,3
2020-03-06,Santa Clara County,Outdoors & Recreation,98,4
2020-03-06,Santa Clara County,Grocery,100,5
2020-03-06,Santa Clara County,Professional & Other Places,88,6
2020-03-06,Santa Clara County,School,103,7
2020-03-06,Santa Clara County,Medical,94,8
2020-03-06,Santa Clara County,Colleges & Universities,97,9
2020-03-06,Santa Clara County,Gas Stations,94,10
2020-03-07,Santa Clara County,Shops & Services,91,1
2020-03-07,Santa Clara County,Food,86,2
2020-03-07,Santa Clara County,Outdoors & Recreation,80,3
2020-03-07,Santa Clara County,Grocery,97,4
2020-03-07,Santa Clara County,Professional & Other Places,91,5
2020-03-07,Santa Clara County,Arts & Entertainment,87,6
2020-03-07,Santa Clara County,Gas Stations,83,7
2020-03-07,Santa Clara County,Residences,87,8
2020-03-07,Santa Clara County,Fast Food Restaurants,87,9
2020-03-07,Santa Clara County,School,92,10
2020-03-08,Santa Clara County,Food,89,1
2020-03-08,Santa Clara County,Shops & Services,93,2
2020-03-08,Santa Clara County,Outdoors & Recreation,94,3
2020-03-08,Santa Clara County,Grocery,93,4
2020-03-08,Santa Clara County,Professional & Other Places,86,5
2020-03-08,Santa Clara County,Residences,90,6
2020-03-08,Santa Clara County,Spiritual Center,85,7
2020-03-08,Santa Clara County,Gas Stations,85,8
2020-03-08,Santa Clara County,Big Box Stores,107,9
2020-03-08,Santa Clara County,Arts & Entertainment,86,10
2020-03-09,Santa Clara County,Shops & Services,90,1
2020-03-09,Santa Clara County,Food,86,2
2020-03-09,Santa Clara County,Office,73,3
2020-03-09,Santa Clara County,Outdoors & Recreation,104,4
2020-03-09,Santa Clara County,Grocery,98,5
2020-03-09,Santa Clara County,School,112,6
2020-03-09,Santa Clara County,Medical,101,7
2020-03-09,Santa Clara County,Professional & Other Places,89,8
2020-03-09,Santa Clara County,Colleges & Universities,79,9
2020-03-09,Santa Clara County,Fitness Center,91,10
2020-03-10,Santa Clara County,Food,89,1
2020-03-10,Santa Clara County,Shops & Services,93,2
2020-03-10,Santa Clara County,Office,53,3
2020-03-10,Santa Clara County,Outdoors & Recreation,94,4
2020-03-10,Santa Clara County,Grocery,103,5
2020-03-10,Santa Clara County,School,110,6
2020-03-10,Santa Clara County,Professional & Other Places,78,7
2020-03-10,Santa Clara County,Medical,87,8
2020-03-10,Santa Clara County,Fitness Center,82,9
2020-03-10,Santa Clara County,Colleges & Universities,59,10
2020-03-11,Santa Clara County,Food,85,1
2020-03-11,Santa Clara County,Shops & Services,92,2
2020-03-11,Santa Clara County,Outdoors & Recreation,98,3
2020-03-11,Santa Clara County,Office,47,4
2020-03-11,Santa Clara County,Grocery,110,5
2020-03-11,Santa Clara County,School,106,6
2020-03-11,Santa Clara County,Professional & Other Places,72,7
2020-03-11,Santa Clara County,Medical,91,8
2020-03-11,Santa Clara County,Fitness Center,80,9
2020-03-11,Santa Clara County,Gas Stations,94,10
2020-03-12,Santa Clara County,Shops & Services,95,1
2020-03-12,Santa Clara County,Food,80,2
2020-03-12,Santa Clara County,Outdoors & Recreation,99,3
2020-03-12,Santa Clara County,Grocery,116,4
2020-03-12,Santa Clara County,Office,41,5
2020-03-12,Santa Clara County,School,99,6
2020-03-12,Santa Clara County,Medical,91,7
2020-03-12,Santa Clara County,Professional & Other Places,70,8
2020-03-12,Santa Clara County,Gas Stations,100,9
2020-03-12,Santa Clara County,Fitness Center,74,10
2020-03-13,Santa Clara County,Food,79,1
2020-03-13,Santa Clara County,Shops & Services,92,2
2020-03-13,Santa Clara County,Grocery,145,3
2020-03-13,Santa Clara County,Outdoors & Recreation,97,4
2020-03-13,Santa Clara County,Office,46,5
2020-03-13,Santa Clara County,Medical,92,6
2020-03-13,Santa Clara County,Professional & Other Places,75,7
2020-03-13,Santa Clara County,School,87,8
2020-03-13,Santa Clara County,Gas Stations,90,9
2020-03-13,Santa Clara County,Fast Food Restaurants,93,10
2020-03-14,Santa Clara County,Shops & Services,68,1
2020-03-14,Santa Clara County,Food,64,2
2020-03-14,Santa Clara County,Grocery,115,3
2020-03-14,Santa Clara County,Outdoors & Recreation,63,4
2020-03-14,Santa Clara County,Professional & Other Places,58,5
2020-03-14,Santa Clara County,Gas Stations,73,6
2020-03-14,Santa Clara County,Fast Food Restaurants,78,7
2020-03-14,Santa Clara County,Big Box Stores,95,8
2020-03-14,Santa Clara County,Residences,75,9
2020-03-14,Santa Clara County,Medical,80,10
2020-03-15,Santa Clara County,Shops & Services,63,1
2020-03-15,Santa Clara County,Food,58,2
2020-03-15,Santa Clara County,Grocery,103,3
2020-03-15,Santa Clara County,Outdoors & Recreation,61,4
2020-03-15,Santa Clara County,Big Box Stores,105,5
2020-03-15,Santa Clara County,Gas Stations,68,6
2020-03-15,Santa Clara County,Residences,67,7
2020-03-15,Santa Clara County,Fast Food Restaurants,74,8
2020-03-15,Santa Clara County,Professional & Other Places,53,9
2020-03-15,Santa Clara County,Fitness Center,63,10
2020-03-16,Santa Clara County,Shops & Services,86,1
2020-03-16,Santa Clara County,Food,69,2
2020-03-16,Santa Clara County,Grocery,163,3
2020-03-16,Santa Clara County,Outdoors & Recreation,75,4
2020-03-16,Santa Clara County,Office,40,5
2020-03-16,Santa Clara County,Medical,75,6
2020-03-16,Santa Clara County,Professional & Other Places,63,7
2020-03-16,Santa Clara County,Gas Stations,101,8
2020-03-16,Santa Clara County,Fast Food Restaurants,90,9
2020-03-16,Santa Clara County,Big Box Stores,133,10
2020-03-17,Santa Clara County,Shops & Services,45,1
2020-03-17,Santa Clara County,Food,38,2
2020-03-17,Santa Clara County,Grocery,98,3
2020-03-17,Santa Clara County,Outdoors & Recreation,66,4
2020-03-17,Santa Clara County,Medical,50,5
2020-03-17,Santa Clara County,Professional & Other Places,35,6
2020-03-17,Santa Clara County,Office,15,7
2020-03-17,Santa Clara County,Residences,75,8
2020-03-17,Santa Clara County,Gas Stations,57,9
2020-03-17,Santa Clara County,School,33,10
2020-03-18,Santa Clara County,Shops & Services,43,1
2020-03-18,Santa Clara County,Food,36,2
2020-03-18,Santa Clara County,Outdoors & Recreation,64,3
2020-03-18,Santa Clara County,Grocery,93,4
2020-03-18,Santa Clara County,Medical,47,5
2020-03-18,Santa Clara County,Professional & Other Places,34,6
2020-03-18,Santa Clara County,Office,13,7
2020-03-18,Santa Clara County,Residences,64,8
2020-03-18,Santa Clara County,School,34,9
2020-03-18,Santa Clara County,Gas Stations,51,10
2020-03-19,Santa Clara County,Shops & Services,44,1
2020-03-19,Santa Clara County,Food,35,2
2020-03-19,Santa Clara County,Outdoors & Recreation,74,3
2020-03-19,Santa Clara County,Grocery,92,4
2020-03-19,Santa Clara County,Professional & Other Places,39,5
2020-03-19,Santa Clara County,Medical,47,6
2020-03-19,Santa Clara County,Residences,70,7
2020-03-19,Santa Clara County,Office,13,8
2020-03-19,Santa Clara County,School,34,9
2020-03-19,Santa Clara County,Gas Stations,51,10
2020-03-20,Santa Clara County,Shops & Services,37,1
2020-03-20,Santa Clara County,Food,31,2
2020-03-20,Santa Clara County,Outdoors & Recreation,70,3
2020-03-20,Santa Clara County,Grocery,86,4
2020-03-20,Santa Clara County,Medical,52,5
2020-03-20,Santa Clara County,Residences,69,6
2020-03-20,Santa Clara County,Professional & Other Places,36,7
2020-03-20,Santa Clara County,School,36,8
2020-03-20,Santa Clara County,Gas Stations,46,9
2020-03-20,Santa Clara County,Fast Food Restaurants,50,10
2020-03-21,Santa Clara County,Food,26,1
2020-03-21,Santa Clara County,Shops & Services,26,2
2020-03-21,Santa Clara County,Outdoors & Recreation,55,3
2020-03-21,Santa Clara County,Grocery,67,4
2020-03-21,Santa Clara County,Residences,55,5
2020-03-21,Santa Clara County,Big Box Stores,60,6
2020-03-21,Santa Clara County,Professional & Other Places,33,7
2020-03-21,Santa Clara County,Fast Food Restaurants,44,8
2020-03-21,Santa Clara County,Gas Stations,40,9
2020-03-21,Santa Clara County,School,41,10
2020-03-22,Santa Clara County,Shops & Services,19,1
2020-03-22,Santa Clara County,Food,17,2
2020-03-22,Santa Clara County,Outdoors & Recreation,41,3
2020-03-22,Santa Clara County,Grocery,44,4
2020-03-22,Santa Clara County,Big Box Stores,45,5
2020-03-22,Santa Clara County,Fast Food Restaurants,31,6
2020-03-22,Santa Clara County,Residences,27,6
2020-03-22,Santa Clara County,Professional & Other Places,22,7
2020-03-22,Santa Clara County,Gas Stations,23,8
2020-03-22,Santa Clara County,School,28,9
2020-03-22,Santa Clara County,Drug Store,49,10
2020-03-01,Santa Cruz County,Food,107,1
2020-03-01,Santa Cruz County,Outdoors & Recreation,95,2
2020-03-01,Santa Cruz County,Shops & Services,111,3
2020-03-01,Santa Cruz County,Grocery,97,4
2020-03-01,Santa Cruz County,Beach,93,5
2020-03-01,Santa Cruz County,Nightlife Spots,106,6
2020-03-01,Santa Cruz County,Arts & Entertainment,88,7
2020-03-01,Santa Cruz County,Hotel,131,8
2020-03-01,Santa Cruz County,Professional & Other Places,93,9
2020-03-02,Santa Cruz County,Food,91,1
2020-03-02,Santa Cruz County,Shops & Services,101,2
2020-03-02,Santa Cruz County,Outdoors & Recreation,79,3
2020-03-02,Santa Cruz County,Grocery,100,4
2020-03-02,Santa Cruz County,Colleges & Universities,123,5
2020-03-02,Santa Cruz County,School,129,6
2020-03-02,Santa Cruz County,Professional & Other Places,94,6
2020-03-02,Santa Cruz County,Medical,119,7
2020-03-02,Santa Cruz County,Nightlife Spots,95,7
2020-03-02,Santa Cruz County,Beach,71,8
2020-03-02,Santa Cruz County,Gas Stations,97,9
2020-03-03,Santa Cruz County,Food,108,1
2020-03-03,Santa Cruz County,Shops & Services,105,2
2020-03-03,Santa Cruz County,Outdoors & Recreation,105,3
2020-03-03,Santa Cruz County,Grocery,108,4
2020-03-03,Santa Cruz County,Professional & Other Places,104,5
2020-03-03,Santa Cruz County,Nightlife Spots,115,6
2020-03-03,Santa Cruz County,School,106,6
2020-03-03,Santa Cruz County,Colleges & Universities,100,7
2020-03-03,Santa Cruz County,Beach,101,8
2020-03-03,Santa Cruz County,Medical,84,9
2020-03-03,Santa Cruz County,Gas Stations,97,10
2020-03-04,Santa Cruz County,Food,95,1
2020-03-04,Santa Cruz County,Shops & Services,97,2
2020-03-04,Santa Cruz County,Outdoors & Recreation,103,3
2020-03-04,Santa Cruz County,Grocery,108,4
2020-03-04,Santa Cruz County,Nightlife Spots,113,5
2020-03-04,Santa Cruz County,School,109,6
2020-03-04,Santa Cruz County,Professional & Other Places,98,7
2020-03-04,Santa Cruz County,Beach,110,8
2020-03-04,Santa Cruz County,Colleges & Universities,81,9
2020-03-04,Santa Cruz County,Medical,89,10
2020-03-05,Santa Cruz County,Food,102,1
2020-03-05,Santa Cruz County,Shops & Services,94,2
2020-03-05,Santa Cruz County,Outdoors & Recreation,103,3
2020-03-05,Santa Cruz County,Grocery,105,4
2020-03-05,Santa Cruz County,Professional & Other Places,113,5
2020-03-05,Santa Cruz County,School,112,6
2020-03-05,Santa Cruz County,Medical,105,7
2020-03-05,Santa Cruz County,Nightlife Spots,85,8
2020-03-05,Santa Cruz County,Gas Stations,107,9
2020-03-05,Santa Cruz County,Beach,89,10
2020-03-06,Santa Cruz County,Food,93,1
2020-03-06,Santa Cruz County,Shops & Services,91,2
2020-03-06,Santa Cruz County,Outdoors & Recreation,96,3
2020-03-06,Santa Cruz County,Grocery,95,4
2020-03-06,Santa Cruz County,Nightlife Spots,108,5
2020-03-06,Santa Cruz County,School,110,6
2020-03-06,Santa Cruz County,Professional & Other Places,86,7
2020-03-06,Santa Cruz County,Hotel,101,8
2020-03-06,Santa Cruz County,Beach,86,9
2020-03-06,Santa Cruz County,Gas Stations,92,10
2020-03-06,Santa Cruz County,Medical,91,10
2020-03-07,Santa Cruz County,Food,86,1
2020-03-07,Santa Cruz County,Shops & Services,81,2
2020-03-07,Santa Cruz County,Outdoors & Recreation,67,3
2020-03-07,Santa Cruz County,Grocery,91,4
2020-03-07,Santa Cruz County,Nightlife Spots,89,5
2020-03-07,Santa Cruz County,Beach,64,6
2020-03-07,Santa Cruz County,Arts & Entertainment,60,7
2020-03-07,Santa Cruz County,Hotel,89,8
2020-03-07,Santa Cruz County,Professional & Other Places,78,9
2020-03-07,Santa Cruz County,Drug Store,101,10
2020-03-08,Santa Cruz County,Food,96,1
2020-03-08,Santa Cruz County,Outdoors & Recreation,97,2
2020-03-08,Santa Cruz County,Shops & Services,90,3
2020-03-08,Santa Cruz County,Grocery,97,4
2020-03-08,Santa Cruz County,Beach,102,5
2020-03-08,Santa Cruz County,Arts & Entertainment,110,6
2020-03-08,Santa Cruz County,Nightlife Spots,81,7
2020-03-08,Santa Cruz County,Hotel,113,8
2020-03-08,Santa Cruz County,Professional & Other Places,84,9
2020-03-08,Santa Cruz County,Gas Stations,94,10
2020-03-09,Santa Cruz County,Food,96,1
2020-03-09,Santa Cruz County,Shops & Services,93,2
2020-03-09,Santa Cruz County,Outdoors & Recreation,90,3
2020-03-09,Santa Cruz County,Grocery,83,4
2020-03-09,Santa Cruz County,School,136,5
2020-03-09,Santa Cruz County,Professional & Other Places,97,6
2020-03-09,Santa Cruz County,Beach,79,7
2020-03-09,Santa Cruz County,Colleges & Universities,116,8
2020-03-09,Santa Cruz County,Nightlife Spots,85,9
2020-03-09,Santa Cruz County,Medical,106,10
2020-03-10,Santa Cruz County,Food,88,1
2020-03-10,Santa Cruz County,Shops & Services,89,2
2020-03-10,Santa Cruz County,Outdoors & Recreation,93,3
2020-03-10,Santa Cruz County,Grocery,92,4
2020-03-10,Santa Cruz County,Professional & Other Places,95,5
2020-03-10,Santa Cruz County,School,101,6
2020-03-10,Santa Cruz County,Colleges & Universities,89,7
2020-03-10,Santa Cruz County,Nightlife Spots,91,8
2020-03-10,Santa Cruz County,Drug Store,123,9
2020-03-10,Santa Cruz County,Medical,76,10
2020-03-11,Santa Cruz County,Food,96,1
2020-03-11,Santa Cruz County,Shops & Services,89,2
2020-03-11,Santa Cruz County,Outdoors & Recreation,93,3
2020-03-11,Santa Cruz County,Grocery,98,4
2020-03-11,Santa Cruz County,Nightlife Spots,103,5
2020-03-11,Santa Cruz County,School,101,6
2020-03-11,Santa Cruz County,Beach,109,7
2020-03-11,Santa Cruz County,Medical,94,8
2020-03-11,Santa Cruz County,Professional & Other Places,76,9
2020-03-11,Santa Cruz County,Gas Stations,94,10
2020-03-12,Santa Cruz County,Food,92,1
2020-03-12,Santa Cruz County,Shops & Services,94,2
2020-03-12,Santa Cruz County,Outdoors & Recreation,105,3
2020-03-12,Santa Cruz County,Grocery,116,4
2020-03-12,Santa Cruz County,Beach,128,5
2020-03-12,Santa Cruz County,Professional & Other Places,97,6
2020-03-12,Santa Cruz County,Nightlife Spots,88,7
2020-03-12,Santa Cruz County,School,89,8
2020-03-12,Santa Cruz County,Drug Store,124,9
2020-03-12,Santa Cruz County,Medical,86,10
2020-03-13,Santa Cruz County,Food,86,1
2020-03-13,Santa Cruz County,Shops & Services,96,2
2020-03-13,Santa Cruz County,Outdoors & Recreation,87,3
2020-03-13,Santa Cruz County,Grocery,123,4
2020-03-13,Santa Cruz County,Nightlife Spots,90,5
2020-03-13,Santa Cruz County,Drug Store,128,6
2020-03-13,Santa Cruz County,Beach,93,7
2020-03-13,Santa Cruz County,Professional & Other Places,82,8
2020-03-13,Santa Cruz County,Medical,100,9
2020-03-13,Santa Cruz County,School,87,10
2020-03-14,Santa Cruz County,Food,68,1
2020-03-14,Santa Cruz County,Shops & Services,72,2
2020-03-14,Santa Cruz County,Outdoors & Recreation,54,3
2020-03-14,Santa Cruz County,Grocery,108,4
2020-03-14,Santa Cruz County,Nightlife Spots,64,5
2020-03-14,Santa Cruz County,Beach,36,6
2020-03-14,Santa Cruz County,Drug Store,92,7
2020-03-14,Santa Cruz County,Hotel,61,8
2020-03-14,Santa Cruz County,Professional & Other Places,63,9
2020-03-15,Santa Cruz County,Food,63,1
2020-03-15,Santa Cruz County,Outdoors & Recreation,57,2
2020-03-15,Santa Cruz County,Shops & Services,69,3
2020-03-15,Santa Cruz County,Grocery,98,4
2020-03-15,Santa Cruz County,Beach,45,5
2020-03-15,Santa Cruz County,Nightlife Spots,56,6
2020-03-16,Santa Cruz County,Food,71,1
2020-03-16,Santa Cruz County,Shops & Services,92,2
2020-03-16,Santa Cruz County,Grocery,135,3
2020-03-16,Santa Cruz County,Outdoors & Recreation,73,4
2020-03-16,Santa Cruz County,Drug Store,146,5
2020-03-16,Santa Cruz County,Beach,78,5
2020-03-16,Santa Cruz County,Medical,113,6
2020-03-16,Santa Cruz County,Professional & Other Places,77,7
2020-03-16,Santa Cruz County,Nightlife Spots,71,8
2020-03-17,Santa Cruz County,Food,47,1
2020-03-17,Santa Cruz County,Outdoors & Recreation,74,2
2020-03-17,Santa Cruz County,Shops & Services,58,3
2020-03-17,Santa Cruz County,Grocery,95,4
2020-03-17,Santa Cruz County,Beach,88,5
2020-03-17,Santa Cruz County,Drug Store,105,6
2020-03-18,Santa Cruz County,Outdoors & Recreation,77,1
2020-03-18,Santa Cruz County,Food,45,2
2020-03-18,Santa Cruz County,Shops & Services,58,3
2020-03-18,Santa Cruz County,Grocery,82,4
2020-03-18,Santa Cruz County,Professional & Other Places,65,5
2020-03-18,Santa Cruz County,Medical,71,6
2020-03-18,Santa Cruz County,Beach,79,7
2020-03-19,Santa Cruz County,Outdoors & Recreation,89,1
2020-03-19,Santa Cruz County,Food,50,2
2020-03-19,Santa Cruz County,Shops & Services,57,3
2020-03-19,Santa Cruz County,Grocery,76,4
2020-03-19,Santa Cruz County,Beach,94,5
2020-03-20,Santa Cruz County,Outdoors & Recreation,71,1
2020-03-20,Santa Cruz County,Food,40,2
2020-03-20,Santa Cruz County,Shops & Services,46,3
2020-03-20,Santa Cruz County,Grocery,78,4
2020-03-20,Santa Cruz County,Beach,93,5
2020-03-20,Santa Cruz County,Drug Store,92,6
2020-03-21,Santa Cruz County,Outdoors & Recreation,57,1
2020-03-21,Santa Cruz County,Food,27,2
2020-03-21,Santa Cruz County,Shops & Services,39,3
2020-03-21,Santa Cruz County,Grocery,68,4
2020-03-21,Santa Cruz County,Beach,49,5
2020-03-22,Santa Cruz County,Outdoors & Recreation,34,1
2020-03-22,Santa Cruz County,Food,19,2
2020-03-22,Santa Cruz County,Grocery,42,3
2020-03-22,Santa Cruz County,Shops & Services,22,4
2020-03-01,Shasta County,Food,104,1
2020-03-01,Shasta County,Shops & Services,128,2
2020-03-01,Shasta County,Grocery,107,3
2020-03-01,Shasta County,Outdoors & Recreation,85,4
2020-03-01,Shasta County,Gas Stations,100,5
2020-03-01,Shasta County,Big Box Stores,119,6
2020-03-01,Shasta County,Fast Food Restaurants,113,7
2020-03-02,Shasta County,Food,98,1
2020-03-02,Shasta County,Shops & Services,105,2
2020-03-02,Shasta County,Gas Stations,111,3
2020-03-02,Shasta County,Grocery,100,4
2020-03-02,Shasta County,Outdoors & Recreation,99,5
2020-03-02,Shasta County,Medical,114,6
2020-03-02,Shasta County,Fast Food Restaurants,103,7
2020-03-02,Shasta County,Hardware Stores,120,8
2020-03-02,Shasta County,Professional & Other Places,114,9
2020-03-02,Shasta County,Big Box Stores,108,10
2020-03-03,Shasta County,Food,102,1
2020-03-03,Shasta County,Shops & Services,108,2
2020-03-03,Shasta County,Grocery,103,3
2020-03-03,Shasta County,Outdoors & Recreation,109,4
2020-03-03,Shasta County,Gas Stations,92,5
2020-03-03,Shasta County,Medical,98,6
2020-03-03,Shasta County,Fast Food Restaurants,92,7
2020-03-03,Shasta County,Big Box Stores,125,8
2020-03-03,Shasta County,Professional & Other Places,90,9
2020-03-03,Shasta County,School,117,10
2020-03-04,Shasta County,Shops & Services,109,1
2020-03-04,Shasta County,Food,90,2
2020-03-04,Shasta County,Gas Stations,110,3
2020-03-04,Shasta County,Outdoors & Recreation,106,4
2020-03-04,Shasta County,Grocery,96,5
2020-03-04,Shasta County,Medical,95,6
2020-03-04,Shasta County,Fast Food Restaurants,92,7
2020-03-04,Shasta County,Big Box Stores,97,8
2020-03-04,Shasta County,School,120,9
2020-03-04,Shasta County,Hardware Stores,108,10
2020-03-05,Shasta County,Food,92,1
2020-03-05,Shasta County,Shops & Services,104,2
2020-03-05,Shasta County,Outdoors & Recreation,97,3
2020-03-05,Shasta County,Grocery,100,4
2020-03-05,Shasta County,Gas Stations,94,5
2020-03-05,Shasta County,Medical,107,6
2020-03-05,Shasta County,Fast Food Restaurants,111,7
2020-03-05,Shasta County,School,130,8
2020-03-05,Shasta County,Big Box Stores,96,9
2020-03-05,Shasta County,Professional & Other Places,92,10
2020-03-06,Shasta County,Food,96,1
2020-03-06,Shasta County,Shops & Services,88,2
2020-03-06,Shasta County,Outdoors & Recreation,94,3
2020-03-06,Shasta County,Grocery,83,4
2020-03-06,Shasta County,Gas Stations,87,5
2020-03-06,Shasta County,Fast Food Restaurants,89,6
2020-03-06,Shasta County,School,117,7
2020-03-06,Shasta County,Professional & Other Places,99,8
2020-03-06,Shasta County,Hotel,111,9
2020-03-06,Shasta County,Big Box Stores,88,10
2020-03-07,Shasta County,Food,87,1
2020-03-07,Shasta County,Shops & Services,96,2
2020-03-07,Shasta County,Grocery,93,3
2020-03-07,Shasta County,Outdoors & Recreation,75,4
2020-03-07,Shasta County,Gas Stations,82,5
2020-03-07,Shasta County,Big Box Stores,93,6
2020-03-07,Shasta County,Hotel,119,7
2020-03-07,Shasta County,Fast Food Restaurants,76,8
2020-03-08,Shasta County,Food,91,1
2020-03-08,Shasta County,Shops & Services,107,2
2020-03-08,Shasta County,Grocery,103,3
2020-03-08,Shasta County,Outdoors & Recreation,75,4
2020-03-08,Shasta County,Gas Stations,95,5
2020-03-09,Shasta County,Food,90,1
2020-03-09,Shasta County,Shops & Services,87,2
2020-03-09,Shasta County,Grocery,92,3
2020-03-09,Shasta County,Outdoors & Recreation,94,4
2020-03-09,Shasta County,Gas Stations,87,5
2020-03-09,Shasta County,Medical,117,6
2020-03-10,Shasta County,Food,92,1
2020-03-10,Shasta County,Shops & Services,92,2
2020-03-10,Shasta County,Outdoors & Recreation,121,3
2020-03-10,Shasta County,Grocery,104,4
2020-03-10,Shasta County,Gas Stations,95,5
2020-03-10,Shasta County,Medical,76,6
2020-03-10,Shasta County,Fast Food Restaurants,83,7
2020-03-10,Shasta County,School,121,8
2020-03-11,Shasta County,Food,98,1
2020-03-11,Shasta County,Shops & Services,88,2
2020-03-11,Shasta County,Outdoors & Recreation,117,3
2020-03-11,Shasta County,Grocery,101,4
2020-03-11,Shasta County,Gas Stations,86,5
2020-03-11,Shasta County,Fast Food Restaurants,115,6
2020-03-11,Shasta County,Medical,69,7
2020-03-11,Shasta County,School,119,8
2020-03-12,Shasta County,Food,96,1
2020-03-12,Shasta County,Shops & Services,102,2
2020-03-12,Shasta County,Grocery,130,3
2020-03-12,Shasta County,Gas Stations,106,4
2020-03-12,Shasta County,Outdoors & Recreation,96,5
2020-03-12,Shasta County,Fast Food Restaurants,119,6
2020-03-12,Shasta County,Medical,94,7
2020-03-12,Shasta County,Professional & Other Places,102,8
2020-03-13,Shasta County,Food,98,1
2020-03-13,Shasta County,Shops & Services,90,2
2020-03-13,Shasta County,Grocery,123,3
2020-03-13,Shasta County,Gas Stations,105,4
2020-03-13,Shasta County,Outdoors & Recreation,92,5
2020-03-13,Shasta County,Fast Food Restaurants,116,6
2020-03-13,Shasta County,Big Box Stores,116,7
2020-03-13,Shasta County,Medical,109,8
2020-03-13,Shasta County,Professional & Other Places,99,9
2020-03-13,Shasta County,Nightlife Spots,95,10
2020-03-14,Shasta County,Shops & Services,101,1
2020-03-14,Shasta County,Food,74,2
2020-03-14,Shasta County,Grocery,127,3
2020-03-14,Shasta County,Fast Food Restaurants,115,4
2020-03-14,Shasta County,Gas Stations,82,5
2020-03-14,Shasta County,Outdoors & Recreation,55,6
2020-03-14,Shasta County,Big Box Stores,102,7
2020-03-15,Shasta County,Food,93,1
2020-03-15,Shasta County,Shops & Services,98,2
2020-03-15,Shasta County,Grocery,120,3
2020-03-15,Shasta County,Gas Stations,103,4
2020-03-15,Shasta County,Outdoors & Recreation,73,5
2020-03-15,Shasta County,Big Box Stores,125,6
2020-03-15,Shasta County,Fast Food Restaurants,113,7
2020-03-16,Shasta County,Food,89,1
2020-03-16,Shasta County,Shops & Services,89,2
2020-03-16,Shasta County,Grocery,163,3
2020-03-16,Shasta County,Gas Stations,101,4
2020-03-16,Shasta County,Outdoors & Recreation,103,5
2020-03-16,Shasta County,Fast Food Restaurants,121,6
2020-03-16,Shasta County,Hardware Stores,133,7
2020-03-16,Shasta County,Big Box Stores,123,8
2020-03-16,Shasta County,Medical,82,9
2020-03-17,Shasta County,Food,70,1
2020-03-17,Shasta County,Shops & Services,78,2
2020-03-17,Shasta County,Grocery,113,3
2020-03-17,Shasta County,Gas Stations,83,4
2020-03-17,Shasta County,Outdoors & Recreation,83,5
2020-03-17,Shasta County,Medical,72,6
2020-03-17,Shasta County,Fast Food Restaurants,79,7
2020-03-18,Shasta County,Food,67,1
2020-03-18,Shasta County,Shops & Services,73,2
2020-03-18,Shasta County,Grocery,124,3
2020-03-18,Shasta County,Gas Stations,90,4
2020-03-18,Shasta County,Outdoors & Recreation,91,5
2020-03-18,Shasta County,Fast Food Restaurants,110,6
2020-03-18,Shasta County,Medical,72,7
2020-03-18,Shasta County,Big Box Stores,96,8
2020-03-18,Shasta County,Hardware Stores,107,9
2020-03-19,Shasta County,Food,73,1
2020-03-19,Shasta County,Shops & Services,77,2
2020-03-19,Shasta County,Grocery,121,3
2020-03-19,Shasta County,Outdoors & Recreation,96,4
2020-03-19,Shasta County,Gas Stations,86,5
2020-03-19,Shasta County,Fast Food Restaurants,113,6
2020-03-19,Shasta County,Big Box Stores,93,7
2020-03-20,Shasta County,Food,58,1
2020-03-20,Shasta County,Shops & Services,65,2
2020-03-20,Shasta County,Grocery,96,3
2020-03-20,Shasta County,Outdoors & Recreation,88,4
2020-03-20,Shasta County,Gas Stations,77,5
2020-03-20,Shasta County,Fast Food Restaurants,94,6
2020-03-20,Shasta County,Big Box Stores,93,7
2020-03-21,Shasta County,Food,48,1
2020-03-21,Shasta County,Grocery,104,2
2020-03-21,Shasta County,Outdoors & Recreation,93,3
2020-03-21,Shasta County,Shops & Services,49,4
2020-03-21,Shasta County,Gas Stations,78,5
2020-03-21,Shasta County,Fast Food Restaurants,94,6
2020-03-21,Shasta County,Big Box Stores,88,7
2020-03-22,Shasta County,Outdoors & Recreation,63,1
2020-03-22,Shasta County,Food,29,2
2020-03-22,Shasta County,Grocery,49,3
2020-03-03,Siskiyou County,Gas Stations,122,1
2020-03-04,Siskiyou County,Food,127,1
2020-03-05,Siskiyou County,Food,113,1
2020-03-05,Siskiyou County,Outdoors & Recreation,130,2
2020-03-06,Siskiyou County,Food,90,1
2020-03-06,Siskiyou County,Gas Stations,121,2
2020-03-13,Siskiyou County,Food,99,1
2020-03-01,Solano County,Food,99,1
2020-03-01,Solano County,Shops & Services,96,2
2020-03-01,Solano County,Grocery,96,3
2020-03-01,Solano County,Outdoors & Recreation,92,4
2020-03-01,Solano County,Fast Food Restaurants,104,5
2020-03-01,Solano County,Gas Stations,88,6
2020-03-01,Solano County,Big Box Stores,110,7
2020-03-01,Solano County,Professional & Other Places,86,8
2020-03-01,Solano County,Arts & Entertainment,77,9
2020-03-01,Solano County,Nightlife Spots,102,10
2020-03-02,Solano County,Shops & Services,99,1
2020-03-02,Solano County,Food,100,2
